asin,reviewer_id,rating,review_text
B006068,2389,1,Review text 44863
B004497,4783,3,Review text 44864
B003900,2913,3,Review text 44865
B007841,3122,2,Review text 44866
B009381,4440,4,Review text 44867
B003689,1582,3,Review text 44868
B007738,1353,4,Review text 44869
B001921,3392,2,Review text 44870
B007327,2416,3,Review text 44871
B001702,4294,3,Review text 44872
B005713,3074,5,Review text 44873
B007472,543,3,Review text 44874
B009463,3222,4,Review text 44875
B003240,1726,1,Review text 44876
B009120,2701,1,Review text 44877
B005857,360,2,Review text 44878
B008712,4682,5,Review text 44879
B000657,221,1,Review text 44880
B004949,4721,4,Review text 44881
B008960,3458,3,Review text 44882
B003847,4960,2,Review text 44883
B002778,4075,1,Review text 44884
B000086,919,4,Review text 44885
B001028,4834,3,Review text 44886
B004392,3998,4,Review text 44887
B006019,3198,5,Review text 44888
B007538,233,3,Review text 44889
B006762,3440,3,Review text 44890
B008156,682,4,Review text 44891
B004197,3180,1,Review text 44892
B004027,3669,2,Review text 44893
B007075,2996,3,Review text 44894
B002970,3699,4,Review text 44895
B001357,3744,3,Review text 44896
B009960,3365,5,Review text 44897
B006353,3074,5,Review text 44898
B004191,3251,1,Review text 44899
B009342,358,1,Review text 44900
B003409,2686,5,Review text 44901
B003798,2005,5,Review text 44902
B008687,2214,3,Review text 44903
B004629,1257,1,Review text 44904
B002037,1590,5,Review text 44905
B008812,1188,5,Review text 44906
B007628,1837,2,Review text 44907
B001393,2182,3,Review text 44908
B004512,1186,2,Review text 44909
B009020,890,4,Review text 44910
B002482,1201,1,Review text 44911
B008677,2493,4,Review text 44912
B004155,408,2,Review text 44913
B001810,3595,4,Review text 44914
B007513,646,4,Review text 44915
B000411,3417,5,Review text 44916
B008480,2065,4,Review text 44917
B001312,2740,2,Review text 44918
B009367,1805,4,Review text 44919
B003552,171,2,Review text 44920
B002505,509,3,Review text 44921
B006630,1134,5,Review text 44922
B003576,923,2,Review text 44923
B003875,2707,1,Review text 44924
B002147,1735,1,Review text 44925
B004397,86,1,Review text 44926
B005927,875,2,Review text 44927
B009251,4618,4,Review text 44928
B004354,219,4,Review text 44929
B003791,2452,4,Review text 44930
B007684,2184,2,Review text 44931
B007668,3787,4,Review text 44932
B007155,2223,5,Review text 44933
B002874,663,2,Review text 44934
B009275,800,1,Review text 44935
B006571,611,3,Review text 44936
B009163,1929,5,Review text 44937
B008990,1857,3,Review text 44938
B005049,3830,5,Review text 44939
B000650,71,2,Review text 44940
B000503,3178,3,Review text 44941
B005494,3203,3,Review text 44942
B000847,23,1,Review text 44943
B008742,2671,3,Review text 44944
B001092,987,1,Review text 44945
B005829,439,3,Review text 44946
B005180,2313,1,Review text 44947
B007535,3432,1,Review text 44948
B008807,4801,2,Review text 44949
B004941,4416,4,Review text 44950
B003545,704,5,Review text 44951
B002842,4305,2,Review text 44952
B002618,2066,3,Review text 44953
B004997,628,1,Review text 44954
B000693,4892,3,Review text 44955
B007257,2472,3,Review text 44956
B004098,4118,5,Review text 44957
B002994,1959,5,Review text 44958
B006786,1524,3,Review text 44959
B003554,4905,1,Review text 44960
B003164,4800,5,Review text 44961
B006980,816,5,Review text 44962
B004423,2246,2,Review text 44963
B003444,1018,1,Review text 44964
B002469,1200,2,Review text 44965
B001719,413,3,Review text 44966
B000522,389,4,Review text 44967
B006389,1721,3,Review text 44968
B003529,3030,1,Review text 44969
B002776,1296,2,Review text 44970
B002206,2946,2,Review text 44971
B009506,1823,1,Review text 44972
B004979,1274,5,Review text 44973
B000476,1046,3,Review text 44974
B003649,949,5,Review text 44975
B000464,3688,5,Review text 44976
B003092,634,5,Review text 44977
B002043,3807,2,Review text 44978
B003180,2609,5,Review text 44979
B003984,1356,2,Review text 44980
B008796,1806,4,Review text 44981
B000430,4214,3,Review text 44982
B006438,65,4,Review text 44983
B001059,1225,5,Review text 44984
B007289,1368,4,Review text 44985
B009425,1298,2,Review text 44986
B003118,3376,5,Review text 44987
B003505,1943,4,Review text 44988
B007268,4149,3,Review text 44989
B002962,4268,2,Review text 44990
B005191,2269,1,Review text 44991
B004878,2814,3,Review text 44992
B003302,2524,5,Review text 44993
B007007,4663,5,Review text 44994
B004473,1892,3,Review text 44995
B002436,4992,5,Review text 44996
B005409,3359,3,Review text 44997
B001279,1910,5,Review text 44998
B005588,3996,3,Review text 44999
B003792,3236,3,Review text 45000
B006211,276,5,Review text 45001
B003569,2633,3,Review text 45002
B007077,3403,2,Review text 45003
B004355,841,4,Review text 45004
B000499,432,2,Review text 45005
B003287,1505,3,Review text 45006
B004844,4745,1,Review text 45007
B001843,1399,5,Review text 45008
B007153,1119,3,Review text 45009
B007732,1250,1,Review text 45010
B009077,3061,3,Review text 45011
B008854,1228,2,Review text 45012
B001070,1010,5,Review text 45013
B002310,1962,3,Review text 45014
B002361,3578,2,Review text 45015
B007813,3543,3,Review text 45016
B008269,852,4,Review text 45017
B004327,4973,4,Review text 45018
B001744,1078,4,Review text 45019
B003202,1027,4,Review text 45020
B004996,2658,3,Review text 45021
B008309,4173,5,Review text 45022
B004134,943,3,Review text 45023
B000262,233,4,Review text 45024
B000714,4343,5,Review text 45025
B006153,976,5,Review text 45026
B001398,292,5,Review text 45027
B007677,3341,3,Review text 45028
B007961,3711,3,Review text 45029
B007288,3500,2,Review text 45030
B001711,4628,4,Review text 45031
B006284,2427,1,Review text 45032
B008598,2248,2,Review text 45033
B009718,3490,5,Review text 45034
B003720,3654,3,Review text 45035
B000859,1982,3,Review text 45036
B005023,1468,5,Review text 45037
B007189,3037,5,Review text 45038
B003963,148,1,Review text 45039
B004214,1625,5,Review text 45040
B003200,822,3,Review text 45041
B004770,2374,2,Review text 45042
B003528,584,3,Review text 45043
B004128,4085,5,Review text 45044
B002797,739,5,Review text 45045
B000151,3605,1,Review text 45046
B007591,1818,5,Review text 45047
B009507,2057,4,Review text 45048
B007307,4214,3,Review text 45049
B004311,1161,2,Review text 45050
B003321,668,2,Review text 45051
B007033,768,2,Review text 45052
B003081,2899,1,Review text 45053
B009085,2731,3,Review text 45054
B002460,291,3,Review text 45055
B006388,3781,3,Review text 45056
B005914,2290,1,Review text 45057
B003764,2267,4,Review text 45058
B002457,3140,5,Review text 45059
B009586,753,1,Review text 45060
B003851,2471,3,Review text 45061
B007409,3079,3,Review text 45062
B007270,3072,3,Review text 45063
B001199,240,5,Review text 45064
B009109,2,5,Review text 45065
B004224,3761,4,Review text 45066
B007918,1644,2,Review text 45067
B009819,1909,2,Review text 45068
B008405,1013,4,Review text 45069
B008560,1417,3,Review text 45070
B001922,1235,3,Review text 45071
B005134,3148,3,Review text 45072
B005132,3830,1,Review text 45073
B005056,897,2,Review text 45074
B000130,4521,3,Review text 45075
B005028,1886,5,Review text 45076
B009387,4042,4,Review text 45077
B008794,1696,2,Review text 45078
B009468,4326,3,Review text 45079
B004293,3229,1,Review text 45080
B000124,2413,1,Review text 45081
B003422,3624,4,Review text 45082
B006784,2146,5,Review text 45083
B006100,496,1,Review text 45084
B004611,2113,3,Review text 45085
B002377,4061,4,Review text 45086
B001054,1575,3,Review text 45087
B006248,2597,3,Review text 45088
B007494,4007,2,Review text 45089
B003047,4676,2,Review text 45090
B004767,904,3,Review text 45091
B005050,4702,4,Review text 45092
B001654,1720,4,Review text 45093
B009526,4577,3,Review text 45094
B005589,3558,1,Review text 45095
B009555,4696,2,Review text 45096
B007065,542,4,Review text 45097
B005697,827,3,Review text 45098
B004478,969,4,Review text 45099
B002460,2995,1,Review text 45100
B008602,4205,5,Review text 45101
B009261,897,1,Review text 45102
B009771,933,3,Review text 45103
B003183,3624,1,Review text 45104
B000822,4009,2,Review text 45105
B001105,132,5,Review text 45106
B008858,1550,2,Review text 45107
B004514,3470,1,Review text 45108
B006749,1835,4,Review text 45109
B006955,2504,4,Review text 45110
B009447,3029,5,Review text 45111
B000432,4679,3,Review text 45112
B005209,2432,4,Review text 45113
B001268,2930,5,Review text 45114
B003983,1760,4,Review text 45115
B005441,2333,5,Review text 45116
B004073,1154,2,Review text 45117
B004220,382,4,Review text 45118
B004528,1453,2,Review text 45119
B004203,1878,3,Review text 45120
B005483,1278,5,Review text 45121
B006309,2076,3,Review text 45122
B000851,2114,2,Review text 45123
B003389,4954,5,Review text 45124
B002603,3591,1,Review text 45125
B005481,4483,1,Review text 45126
B001995,4821,1,Review text 45127
B008032,2261,5,Review text 45128
B009293,4678,2,Review text 45129
B009227,4856,5,Review text 45130
B009936,1990,2,Review text 45131
B008230,272,2,Review text 45132
B006620,270,5,Review text 45133
B001761,2552,1,Review text 45134
B009428,3416,3,Review text 45135
B005442,2047,2,Review text 45136
B006672,225,4,Review text 45137
B008767,3008,2,Review text 45138
B002306,783,5,Review text 45139
B007060,3195,2,Review text 45140
B009164,4040,2,Review text 45141
B004485,4387,4,Review text 45142
B002877,1099,1,Review text 45143
B007163,4762,3,Review text 45144
B002261,2932,1,Review text 45145
B006479,3290,1,Review text 45146
B004717,500,3,Review text 45147
B000568,1901,4,Review text 45148
B007513,194,4,Review text 45149
B005110,3963,3,Review text 45150
B004630,3200,1,Review text 45151
B005247,1324,5,Review text 45152
B005285,2889,1,Review text 45153
B008923,4377,4,Review text 45154
B001698,1681,3,Review text 45155
B000723,1269,5,Review text 45156
B005426,2097,5,Review text 45157
B006566,4004,2,Review text 45158
B000123,28,2,Review text 45159
B005593,2770,5,Review text 45160
B008362,1640,4,Review text 45161
B005955,1648,3,Review text 45162
B000300,1599,4,Review text 45163
B008689,3928,3,Review text 45164
B004138,2206,1,Review text 45165
B007469,2460,1,Review text 45166
B009540,2221,5,Review text 45167
B002725,185,4,Review text 45168
B007843,4530,4,Review text 45169
B005301,1059,4,Review text 45170
B004880,1340,4,Review text 45171
B007337,557,2,Review text 45172
B001649,2935,3,Review text 45173
B007677,1451,4,Review text 45174
B006056,3542,2,Review text 45175
B001770,4925,2,Review text 45176
B006846,1896,3,Review text 45177
B005894,2702,4,Review text 45178
B008811,4472,1,Review text 45179
B006688,381,5,Review text 45180
B008054,3664,3,Review text 45181
B002372,3274,4,Review text 45182
B009299,1439,5,Review text 45183
B005240,4251,2,Review text 45184
B009895,1663,3,Review text 45185
B002380,2951,1,Review text 45186
B005014,3795,4,Review text 45187
B000755,303,1,Review text 45188
B001833,3487,4,Review text 45189
B002434,1299,1,Review text 45190
B000481,3234,5,Review text 45191
B004309,1520,5,Review text 45192
B004116,2179,4,Review text 45193
B003415,1786,3,Review text 45194
B002132,4794,1,Review text 45195
B008111,858,3,Review text 45196
B003098,2185,2,Review text 45197
B000413,765,3,Review text 45198
B007511,2059,1,Review text 45199
B005952,271,3,Review text 45200
B009680,2236,4,Review text 45201
B004624,1788,1,Review text 45202
B005026,1444,2,Review text 45203
B005358,2670,2,Review text 45204
B003618,2179,2,Review text 45205
B003388,2563,3,Review text 45206
B006572,4491,5,Review text 45207
B008331,3770,5,Review text 45208
B003530,210,4,Review text 45209
B007891,3221,4,Review text 45210
B001281,3657,1,Review text 45211
B006155,1300,3,Review text 45212
B005025,603,4,Review text 45213
B005442,4228,2,Review text 45214
B004190,3737,4,Review text 45215
B006808,4824,1,Review text 45216
B007839,453,4,Review text 45217
B006621,4110,5,Review text 45218
B001653,1885,3,Review text 45219
B007476,4458,4,Review text 45220
B002024,2059,1,Review text 45221
B002829,135,5,Review text 45222
B001788,3100,1,Review text 45223
B006039,3665,3,Review text 45224
B003555,4113,1,Review text 45225
B008021,4585,3,Review text 45226
B002126,1353,2,Review text 45227
B000270,2156,2,Review text 45228
B009336,2755,4,Review text 45229
B005780,2441,1,Review text 45230
B004786,4765,3,Review text 45231
B000641,3930,5,Review text 45232
B003168,266,3,Review text 45233
B009387,3782,2,Review text 45234
B007147,3567,2,Review text 45235
B006662,980,1,Review text 45236
B008017,2341,1,Review text 45237
B008724,4150,5,Review text 45238
B007262,1671,3,Review text 45239
B005242,3219,5,Review text 45240
B008999,2305,1,Review text 45241
B006365,3875,4,Review text 45242
B005741,4209,5,Review text 45243
B002288,1511,2,Review text 45244
B001737,4739,5,Review text 45245
B003843,1006,3,Review text 45246
B003268,1083,4,Review text 45247
B000012,2329,5,Review text 45248
B002291,4812,2,Review text 45249
B001223,1875,3,Review text 45250
B002807,2343,1,Review text 45251
B001459,797,1,Review text 45252
B006663,2637,4,Review text 45253
B009038,2340,3,Review text 45254
B009932,2210,4,Review text 45255
B008028,395,4,Review text 45256
B009106,4598,5,Review text 45257
B000614,281,2,Review text 45258
B006940,3079,2,Review text 45259
B000761,3801,1,Review text 45260
B009347,2268,2,Review text 45261
B000429,1171,3,Review text 45262
B005732,4647,3,Review text 45263
B003271,4003,1,Review text 45264
B009266,53,2,Review text 45265
B000418,790,2,Review text 45266
B003751,3729,1,Review text 45267
B005665,20,3,Review text 45268
B000921,570,3,Review text 45269
B004773,4969,3,Review text 45270
B004553,832,4,Review text 45271
B009043,1449,4,Review text 45272
B002635,2925,3,Review text 45273
B009263,1687,1,Review text 45274
B000533,1802,1,Review text 45275
B003384,368,1,Review text 45276
B004820,324,3,Review text 45277
B004737,4819,3,Review text 45278
B008873,820,5,Review text 45279
B005193,2153,1,Review text 45280
B006742,1982,3,Review text 45281
B001717,3342,2,Review text 45282
B000415,3274,2,Review text 45283
B002547,674,3,Review text 45284
B002268,4247,2,Review text 45285
B002665,504,5,Review text 45286
B004936,2692,5,Review text 45287
B008310,981,2,Review text 45288
B000473,2973,5,Review text 45289
B005297,2837,3,Review text 45290
B002770,309,2,Review text 45291
B001209,1637,2,Review text 45292
B002363,309,1,Review text 45293
B005936,2700,3,Review text 45294
B005521,2745,4,Review text 45295
B002180,2934,3,Review text 45296
B002260,172,1,Review text 45297
B002432,201,1,Review text 45298
B004810,106,1,Review text 45299
B007951,1150,2,Review text 45300
B002437,1427,4,Review text 45301
B005578,4945,4,Review text 45302
B002598,3056,3,Review text 45303
B006960,4679,2,Review text 45304
B001331,3856,4,Review text 45305
B008599,39,5,Review text 45306
B000948,3763,2,Review text 45307
B001761,1055,3,Review text 45308
B004793,1767,4,Review text 45309
B009080,356,5,Review text 45310
B000301,4831,2,Review text 45311
B004649,567,4,Review text 45312
B001766,1550,3,Review text 45313
B008255,3729,2,Review text 45314
B000582,2530,4,Review text 45315
B000059,4858,1,Review text 45316
B005295,303,1,Review text 45317
B001284,4965,5,Review text 45318
B003827,3794,4,Review text 45319
B002247,1981,2,Review text 45320
B006534,2364,3,Review text 45321
B000883,2493,1,Review text 45322
B008872,873,4,Review text 45323
B006965,516,2,Review text 45324
B009902,2936,4,Review text 45325
B007175,4170,2,Review text 45326
B005845,96,1,Review text 45327
B008200,4689,2,Review text 45328
B000015,1569,5,Review text 45329
B006928,2917,5,Review text 45330
B007821,2529,4,Review text 45331
B006167,106,2,Review text 45332
B009627,1186,3,Review text 45333
B004448,1843,1,Review text 45334
B003906,4238,3,Review text 45335
B009326,2173,1,Review text 45336
B006628,3646,2,Review text 45337
B007297,2784,1,Review text 45338
B000592,2055,3,Review text 45339
B000526,3507,5,Review text 45340
B003485,4874,5,Review text 45341
B003698,2818,3,Review text 45342
B004075,2953,5,Review text 45343
B009017,2139,3,Review text 45344
B001043,845,1,Review text 45345
B008785,4527,4,Review text 45346
B003738,1085,5,Review text 45347
B007228,46,1,Review text 45348
B002190,2254,1,Review text 45349
B005655,2459,1,Review text 45350
B005433,3120,1,Review text 45351
B000080,2283,4,Review text 45352
B005578,2686,3,Review text 45353
B003540,3489,3,Review text 45354
B008512,4204,1,Review text 45355
B003804,1969,5,Review text 45356
B005202,2893,2,Review text 45357
B005387,918,3,Review text 45358
B004285,3205,1,Review text 45359
B005551,4739,1,Review text 45360
B004624,1180,5,Review text 45361
B008963,4122,4,Review text 45362
B003592,2441,5,Review text 45363
B003539,1279,4,Review text 45364
B001505,4624,1,Review text 45365
B007829,2100,5,Review text 45366
B005985,3548,5,Review text 45367
B005073,1870,1,Review text 45368
B002161,19,5,Review text 45369
B005226,4575,2,Review text 45370
B000291,1405,5,Review text 45371
B009944,630,1,Review text 45372
B009109,3976,4,Review text 45373
B009658,2215,3,Review text 45374
B001693,1892,1,Review text 45375
B001774,4852,3,Review text 45376
B009780,3912,5,Review text 45377
B002471,3585,5,Review text 45378
B003880,2046,5,Review text 45379
B000869,4165,1,Review text 45380
B008989,3344,5,Review text 45381
B005819,1642,5,Review text 45382
B007308,142,3,Review text 45383
B007646,3358,1,Review text 45384
B009791,4262,5,Review text 45385
B000674,344,4,Review text 45386
B003691,2258,4,Review text 45387
B001158,1719,1,Review text 45388
B004720,3769,3,Review text 45389
B008800,3581,3,Review text 45390
B002042,1180,5,Review text 45391
B000342,2225,3,Review text 45392
B001056,3924,4,Review text 45393
B001663,2364,2,Review text 45394
B007812,1501,4,Review text 45395
B008941,4728,4,Review text 45396
B000360,1067,3,Review text 45397
B000603,4372,2,Review text 45398
B009812,3711,2,Review text 45399
B003467,2837,3,Review text 45400
B006024,4471,4,Review text 45401
B002829,3437,5,Review text 45402
B004479,4896,3,Review text 45403
B002510,4258,4,Review text 45404
B008352,4429,5,Review text 45405
B002840,1403,3,Review text 45406
B007715,929,5,Review text 45407
B002050,1765,1,Review text 45408
B000811,166,3,Review text 45409
B004775,2341,4,Review text 45410
B003753,64,4,Review text 45411
B000855,3284,5,Review text 45412
B003063,2398,4,Review text 45413
B003961,2241,1,Review text 45414
B004409,201,5,Review text 45415
B003738,1073,1,Review text 45416
B001134,642,4,Review text 45417
B007356,4399,5,Review text 45418
B008867,2168,5,Review text 45419
B005025,2874,3,Review text 45420
B004205,2481,4,Review text 45421
B009071,4399,1,Review text 45422
B001898,1921,2,Review text 45423
B001322,3324,3,Review text 45424
B003689,4955,4,Review text 45425
B003912,1232,1,Review text 45426
B002330,1227,5,Review text 45427
B005117,2136,4,Review text 45428
B003946,2900,1,Review text 45429
B001296,2140,1,Review text 45430
B000331,4089,2,Review text 45431
B002818,82,4,Review text 45432
B001775,2946,5,Review text 45433
B005569,1408,2,Review text 45434
B004113,1296,3,Review text 45435
B009432,4204,1,Review text 45436
B001626,4041,4,Review text 45437
B009166,1746,2,Review text 45438
B006980,4821,5,Review text 45439
B005918,1789,5,Review text 45440
B001621,889,2,Review text 45441
B009680,273,2,Review text 45442
B000675,4582,2,Review text 45443
B005900,2548,4,Review text 45444
B009826,60,5,Review text 45445
B006077,2618,3,Review text 45446
B003983,387,1,Review text 45447
B001977,2441,3,Review text 45448
B007529,2379,2,Review text 45449
B009485,791,1,Review text 45450
B005320,3763,4,Review text 45451
B002627,1095,4,Review text 45452
B001847,3808,2,Review text 45453
B009858,357,2,Review text 45454
B009759,103,4,Review text 45455
B006690,2631,4,Review text 45456
B006605,2182,3,Review text 45457
B000603,3826,5,Review text 45458
B001088,2159,3,Review text 45459
B006759,4267,3,Review text 45460
B005050,1253,2,Review text 45461
B000664,1787,3,Review text 45462
B002687,2574,2,Review text 45463
B008203,2593,4,Review text 45464
B009936,4011,5,Review text 45465
B006643,370,5,Review text 45466
B007954,4605,2,Review text 45467
B004854,3309,5,Review text 45468
B004737,1065,1,Review text 45469
B002031,1202,5,Review text 45470
B000612,294,3,Review text 45471
B008890,1817,1,Review text 45472
B000659,1942,4,Review text 45473
B001429,3340,4,Review text 45474
B001373,4014,3,Review text 45475
B006587,358,5,Review text 45476
B003141,4150,3,Review text 45477
B008111,2792,1,Review text 45478
B008864,4516,3,Review text 45479
B008148,4370,2,Review text 45480
B003716,1958,1,Review text 45481
B007902,329,4,Review text 45482
B002855,39,2,Review text 45483
B009163,820,5,Review text 45484
B008827,4450,3,Review text 45485
B006277,4829,2,Review text 45486
B002371,4976,4,Review text 45487
B004614,2317,1,Review text 45488
B002865,2634,4,Review text 45489
B004143,4089,4,Review text 45490
B006698,1689,1,Review text 45491
B003084,1805,2,Review text 45492
B008237,2783,5,Review text 45493
B008920,1413,2,Review text 45494
B004931,2854,1,Review text 45495
B006319,1400,2,Review text 45496
B004220,3221,4,Review text 45497
B004063,2026,4,Review text 45498
B001595,2708,1,Review text 45499
B009279,4327,3,Review text 45500
B006364,3423,3,Review text 45501
B009913,168,4,Review text 45502
B003800,990,4,Review text 45503
B005500,2950,4,Review text 45504
B000873,3567,5,Review text 45505
B002574,3160,2,Review text 45506
B009900,2981,5,Review text 45507
B002052,4738,3,Review text 45508
B004433,3298,3,Review text 45509
B007863,2589,1,Review text 45510
B008977,3783,1,Review text 45511
B004670,1639,1,Review text 45512
B002497,1386,1,Review text 45513
B006157,4909,5,Review text 45514
B007232,705,2,Review text 45515
B000727,4090,2,Review text 45516
B008659,2513,2,Review text 45517
B007252,2335,5,Review text 45518
B001306,1316,3,Review text 45519
B008253,4960,4,Review text 45520
B006311,2225,1,Review text 45521
B003591,4437,1,Review text 45522
B005107,529,4,Review text 45523
B001049,2380,2,Review text 45524
B002906,562,2,Review text 45525
B009537,4611,1,Review text 45526
B008870,1016,1,Review text 45527
B004872,1021,5,Review text 45528
B003912,4174,3,Review text 45529
B000746,1548,5,Review text 45530
B004065,3987,4,Review text 45531
B008809,1472,1,Review text 45532
B009545,1889,2,Review text 45533
B003625,4459,2,Review text 45534
B005979,4110,1,Review text 45535
B003392,508,4,Review text 45536
B000657,1427,3,Review text 45537
B008023,4290,2,Review text 45538
B002887,3803,5,Review text 45539
B003539,1505,1,Review text 45540
B003807,3946,4,Review text 45541
B009229,2136,3,Review text 45542
B005632,3847,2,Review text 45543
B003967,2155,1,Review text 45544
B004271,4364,1,Review text 45545
B007864,4431,3,Review text 45546
B002969,1556,5,Review text 45547
B006027,3651,5,Review text 45548
B000048,2859,4,Review text 45549
B002736,2517,4,Review text 45550
B000999,3985,4,Review text 45551
B001321,1209,3,Review text 45552
B008026,1402,4,Review text 45553
B001545,4101,3,Review text 45554
B000845,1494,2,Review text 45555
B002978,2630,4,Review text 45556
B007832,932,1,Review text 45557
B000165,1081,5,Review text 45558
B009231,2354,2,Review text 45559
B007245,2748,3,Review text 45560
B001032,782,2,Review text 45561
B008877,1498,3,Review text 45562
B004895,3335,4,Review text 45563
B009624,3021,5,Review text 45564
B007118,1348,3,Review text 45565
B008871,4308,5,Review text 45566
B004128,1411,1,Review text 45567
B006815,953,2,Review text 45568
B009019,2890,1,Review text 45569
B004445,2510,2,Review text 45570
B008729,733,5,Review text 45571
B004374,4144,4,Review text 45572
B001036,1823,4,Review text 45573
B008297,2259,1,Review text 45574
B005733,1421,2,Review text 45575
B001922,709,5,Review text 45576
B008256,2463,4,Review text 45577
B000430,1523,2,Review text 45578
B000295,75,5,Review text 45579
B003336,4077,3,Review text 45580
B007956,4321,5,Review text 45581
B000392,4686,3,Review text 45582
B007336,3977,3,Review text 45583
B001763,1734,2,Review text 45584
B000417,1502,3,Review text 45585
B004176,226,2,Review text 45586
B009794,116,2,Review text 45587
B008870,1790,1,Review text 45588
B003875,1967,3,Review text 45589
B001703,4772,4,Review text 45590
B003995,4880,5,Review text 45591
B002752,4657,4,Review text 45592
B006673,3750,1,Review text 45593
B008044,1094,3,Review text 45594
B004168,4100,5,Review text 45595
B001363,1981,2,Review text 45596
B006936,2030,5,Review text 45597
B000517,3792,5,Review text 45598
B004454,1782,1,Review text 45599
B008851,574,3,Review text 45600
B001288,1596,1,Review text 45601
B000485,148,1,Review text 45602
B007859,2662,3,Review text 45603
B005046,899,3,Review text 45604
B003142,1856,4,Review text 45605
B001894,3222,3,Review text 45606
B005338,381,3,Review text 45607
B002881,3407,1,Review text 45608
B003922,831,4,Review text 45609
B000804,2838,5,Review text 45610
B006553,1007,5,Review text 45611
B003454,130,3,Review text 45612
B003958,2417,2,Review text 45613
B009489,2632,4,Review text 45614
B004918,2628,4,Review text 45615
B005936,31,2,Review text 45616
B008357,802,1,Review text 45617
B002571,2881,3,Review text 45618
B002249,4141,5,Review text 45619
B004343,1468,5,Review text 45620
B004369,3690,1,Review text 45621
B007217,990,4,Review text 45622
B008116,1733,4,Review text 45623
B008186,4503,1,Review text 45624
B001783,204,1,Review text 45625
B003659,4462,5,Review text 45626
B002125,2734,5,Review text 45627
B002930,2356,3,Review text 45628
B005532,913,1,Review text 45629
B007490,2187,3,Review text 45630
B001660,3380,3,Review text 45631
B003860,4037,3,Review text 45632
B009164,2616,2,Review text 45633
B002678,1329,1,Review text 45634
B004178,2656,2,Review text 45635
B000429,3366,2,Review text 45636
B001050,4361,5,Review text 45637
B002451,4833,5,Review text 45638
B007999,1491,4,Review text 45639
B004688,3068,5,Review text 45640
B004798,1635,3,Review text 45641
B006497,2652,3,Review text 45642
B008358,3492,1,Review text 45643
B006717,4249,2,Review text 45644
B004893,4324,2,Review text 45645
B005595,249,1,Review text 45646
B005544,4386,2,Review text 45647
B000106,4464,5,Review text 45648
B000900,1445,5,Review text 45649
B008632,2724,5,Review text 45650
B008556,3720,2,Review text 45651
B006513,4897,4,Review text 45652
B001349,2411,5,Review text 45653
B006689,1830,1,Review text 45654
B005496,2477,1,Review text 45655
B004759,3631,3,Review text 45656
B003463,3509,3,Review text 45657
B008740,4448,5,Review text 45658
B009582,3890,4,Review text 45659
B005704,2056,1,Review text 45660
B004523,2557,2,Review text 45661
B005019,4028,2,Review text 45662
B005699,42,1,Review text 45663
B006018,1178,4,Review text 45664
B009572,1298,4,Review text 45665
B008217,2849,5,Review text 45666
B009237,4667,3,Review text 45667
B006652,3323,1,Review text 45668
B000967,2965,3,Review text 45669
B002721,4418,1,Review text 45670
B002048,1934,5,Review text 45671
B007041,655,5,Review text 45672
B001804,2961,3,Review text 45673
B000876,4607,3,Review text 45674
B004946,1227,4,Review text 45675
B002739,1012,5,Review text 45676
B001145,3086,4,Review text 45677
B001924,1732,5,Review text 45678
B007386,3610,3,Review text 45679
B004687,2548,3,Review text 45680
B009551,3896,3,Review text 45681
B009778,4467,2,Review text 45682
B004826,1285,3,Review text 45683
B004477,24,2,Review text 45684
B009064,464,3,Review text 45685
B000637,2499,5,Review text 45686
B005146,3943,3,Review text 45687
B007972,2105,5,Review text 45688
B001114,123,4,Review text 45689
B003417,979,2,Review text 45690
B001306,3824,1,Review text 45691
B008135,2640,5,Review text 45692
B006326,4238,2,Review text 45693
B005574,1488,4,Review text 45694
B005658,3461,2,Review text 45695
B004350,458,1,Review text 45696
B006200,483,2,Review text 45697
B004144,4275,2,Review text 45698
B005528,839,4,Review text 45699
B004857,4593,4,Review text 45700
B009527,1007,3,Review text 45701
B001045,814,3,Review text 45702
B004325,447,2,Review text 45703
B001145,2287,1,Review text 45704
B005784,483,3,Review text 45705
B002897,3734,5,Review text 45706
B000694,2896,1,Review text 45707
B005563,1949,2,Review text 45708
B004876,1151,1,Review text 45709
B003180,208,5,Review text 45710
B001496,4984,4,Review text 45711
B005502,3434,2,Review text 45712
B000499,3144,3,Review text 45713
B005231,2348,5,Review text 45714
B006503,4632,3,Review text 45715
B003759,2787,1,Review text 45716
B002423,3693,1,Review text 45717
B008673,798,5,Review text 45718
B006970,2083,1,Review text 45719
B006038,1525,4,Review text 45720
B005430,3998,4,Review text 45721
B000361,1419,3,Review text 45722
B004560,1934,2,Review text 45723
B008307,4370,1,Review text 45724
B007930,3410,5,Review text 45725
B000073,417,1,Review text 45726
B009487,1457,4,Review text 45727
B001777,1073,3,Review text 45728
B009851,3600,2,Review text 45729
B003603,4327,2,Review text 45730
B008637,3509,2,Review text 45731
B004217,3570,3,Review text 45732
B001616,1029,1,Review text 45733
B007441,3109,2,Review text 45734
B001745,4035,4,Review text 45735
B002343,3269,5,Review text 45736
B003827,2982,1,Review text 45737
B002348,3840,1,Review text 45738
B009591,3987,3,Review text 45739
B006035,1353,3,Review text 45740
B009101,1563,1,Review text 45741
B008368,3366,2,Review text 45742
B001148,412,3,Review text 45743
B001065,99,5,Review text 45744
B003293,623,1,Review text 45745
B009222,3233,5,Review text 45746
