itemid,property,value
4448,rating,3.0600743991627546
4449,categoryid,Safety Equipment
4449,brand,Brand_4
4449,price,899.4372261320077
4449,rating,3.9972034334950535
4450,categoryid,Industrial Equipment
4450,brand,Brand_15
4450,price,242.98102451392487
4450,rating,3.0853700314062547
4451,categoryid,Manufacturing Tools
4451,brand,Brand_4
4451,price,471.3762914984132
4451,rating,4.805352541265028
4452,categoryid,IT Hardware
4452,brand,Brand_18
4452,price,848.8104483085615
4452,rating,3.756394357863841
4453,categoryid,IT Hardware
4453,brand,Brand_11
4453,price,729.2691026470984
4453,rating,4.42626211523252
4454,categoryid,IT Hardware
4454,brand,Brand_16
4454,price,599.7610687111843
4454,rating,4.895110649206579
4455,categoryid,Industrial Equipment
4455,brand,Brand_11
4455,price,650.2798039818503
4455,rating,3.5126033712488294
4456,categoryid,Office Supplies
4456,brand,Brand_1
4456,price,300.15784508911315
4456,rating,4.713896293211237
4457,categoryid,Office Furniture
4457,brand,Brand_6
4457,price,954.9068654812196
4457,rating,3.81412969593101
4458,categoryid,Office Furniture
4458,brand,Brand_16
4458,price,277.1198878755922
4458,rating,4.220955357384044
4459,categoryid,Industrial Equipment
4459,brand,Brand_7
4459,price,899.3958702701885
4459,rating,3.9808529691894208
4460,categoryid,Industrial Equipment
4460,brand,Brand_18
4460,price,51.64775501994866
4460,rating,4.649727888718755
4461,categoryid,Office Furniture
4461,brand,Brand_17
4461,price,457.289137227608
4461,rating,3.7078936609205315
4462,categoryid,Safety Equipment
4462,brand,Brand_6
4462,price,169.9707512914119
4462,rating,3.3780543842153556
4463,categoryid,IT Hardware
4463,brand,Brand_2
4463,price,984.2912230295572
4463,rating,4.341788655981572
4464,categoryid,Manufacturing Tools
4464,brand,Brand_16
4464,price,858.9009256470318
4464,rating,4.4837460414569135
4465,categoryid,Industrial Equipment
4465,brand,Brand_16
4465,price,374.14846600701475
4465,rating,3.64462757783771
4466,categoryid,Office Supplies
4466,brand,Brand_4
4466,price,208.15884372704906
4466,rating,3.184067773682467
4467,categoryid,Manufacturing Tools
4467,brand,Brand_16
4467,price,81.527850968348
4467,rating,3.1691321041026237
4468,categoryid,Safety Equipment
4468,brand,Brand_3
4468,price,465.8421914439442
4468,rating,3.2222399990965895
4469,categoryid,IT Hardware
4469,brand,Brand_6
4469,price,42.97485517791988
4469,rating,3.2238659800540486
4470,categoryid,Manufacturing Tools
4470,brand,Brand_18
4470,price,201.839837556188
4470,rating,4.984425992026688
4471,categoryid,Office Supplies
4471,brand,Brand_19
4471,price,698.8281791308713
4471,rating,4.0350432212623355
4472,categoryid,Office Furniture
4472,brand,Brand_5
4472,price,385.22136688768245
4472,rating,4.482102233536116
4473,categoryid,IT Hardware
4473,brand,Brand_18
4473,price,171.68475130062637
4473,rating,4.91565565118151
4474,categoryid,Industrial Equipment
4474,brand,Brand_4
4474,price,307.51632760918903
4474,rating,3.3258242241215497
4475,categoryid,Safety Equipment
4475,brand,Brand_17
4475,price,190.2532225314802
4475,rating,4.259158259497552
4476,categoryid,Office Furniture
4476,brand,Brand_16
4476,price,191.28580836464147
4476,rating,4.797457893952091
4477,categoryid,Office Supplies
4477,brand,Brand_3
4477,price,166.7304699329631
4477,rating,3.3277334855805787
4478,categoryid,Safety Equipment
4478,brand,Brand_3
4478,price,380.50987537938545
4478,rating,3.3375944128837363
4479,categoryid,Office Supplies
4479,brand,Brand_13
4479,price,21.72257317359624
4479,rating,3.624984270346888
4480,categoryid,Industrial Equipment
4480,brand,Brand_12
4480,price,458.1586362255017
4480,rating,3.923776865918436
4481,categoryid,Industrial Equipment
4481,brand,Brand_4
4481,price,223.4875324864066
4481,rating,3.368810247082884
4482,categoryid,Office Supplies
4482,brand,Brand_1
4482,price,879.238615432097
4482,rating,4.143430050595215
4483,categoryid,IT Hardware
4483,brand,Brand_16
4483,price,692.7679658778603
4483,rating,4.787595045266185
4484,categoryid,Manufacturing Tools
4484,brand,Brand_18
4484,price,812.5252102222365
4484,rating,4.040996263046502
4485,categoryid,Manufacturing Tools
4485,brand,Brand_17
4485,price,212.82750927958466
4485,rating,4.922725077774149
4486,categoryid,Office Supplies
4486,brand,Brand_11
4486,price,78.16167993835283
4486,rating,3.725036579536231
4487,categoryid,Manufacturing Tools
4487,brand,Brand_2
4487,price,850.7218748297558
4487,rating,4.969619520733119
4488,categoryid,Industrial Equipment
4488,brand,Brand_13
4488,price,789.494713590457
4488,rating,3.2078206264814826
4489,categoryid,IT Hardware
4489,brand,Brand_18
4489,price,354.0051623655838
4489,rating,3.018452086971518
4490,categoryid,IT Hardware
4490,brand,Brand_12
4490,price,207.03014485412933
4490,rating,3.437174148300296
4491,categoryid,Safety Equipment
4491,brand,Brand_4
4491,price,991.6596127483791
4491,rating,3.942571648810857
4492,categoryid,Industrial Equipment
4492,brand,Brand_10
4492,price,418.1683971071029
4492,rating,3.4746974513518856
4493,categoryid,IT Hardware
4493,brand,Brand_9
4493,price,482.4206557770017
4493,rating,4.184529199951548
4494,categoryid,IT Hardware
4494,brand,Brand_14
4494,price,571.3395716318553
4494,rating,4.696916838486961
4495,categoryid,Industrial Equipment
4495,brand,Brand_6
4495,price,99.00353574814636
4495,rating,4.47882722900466
4496,categoryid,IT Hardware
4496,brand,Brand_6
4496,price,149.24017183551308
4496,rating,3.0035927741507225
4497,categoryid,Office Furniture
4497,brand,Brand_13
4497,price,541.0886954891432
4497,rating,4.579504832593456
4498,categoryid,Manufacturing Tools
4498,brand,Brand_7
4498,price,698.2113618701173
4498,rating,4.738905476768861
4499,categoryid,Manufacturing Tools
4499,brand,Brand_7
4499,price,865.3603784613701
4499,rating,3.166112272165087
4500,categoryid,IT Hardware
4500,brand,Brand_5
4500,price,110.27406066569326
4500,rating,3.901453998613272
4501,categoryid,Manufacturing Tools
4501,brand,Brand_19
4501,price,853.5123330306757
4501,rating,3.6252412885699066
4502,categoryid,Manufacturing Tools
4502,brand,Brand_11
4502,price,501.913419706825
4502,rating,4.719607909541054
4503,categoryid,Industrial Equipment
4503,brand,Brand_8
4503,price,489.8569895329662
4503,rating,4.442539383208997
4504,categoryid,Office Furniture
4504,brand,Brand_16
4504,price,417.6991597139247
4504,rating,3.1042493400688667
4505,categoryid,IT Hardware
4505,brand,Brand_13
4505,price,280.553856860373
4505,rating,4.526715445527524
4506,categoryid,Manufacturing Tools
4506,brand,Brand_19
4506,price,866.214273085647
4506,rating,3.2948291256108004
4507,categoryid,Safety Equipment
4507,brand,Brand_4
4507,price,837.7920376025997
4507,rating,3.751728680734122
4508,categoryid,Manufacturing Tools
4508,brand,Brand_18
4508,price,684.7305724008523
4508,rating,3.555156769873231
4509,categoryid,Manufacturing Tools
4509,brand,Brand_17
4509,price,596.4215051678652
4509,rating,3.1797381933753917
4510,categoryid,Office Furniture
4510,brand,Brand_2
4510,price,394.0929559124031
4510,rating,3.0406407308456602
4511,categoryid,Manufacturing Tools
4511,brand,Brand_3
4511,price,989.011226351095
4511,rating,4.8049488361428185
4512,categoryid,IT Hardware
4512,brand,Brand_16
4512,price,156.66396683656012
4512,rating,3.1790743485484496
4513,categoryid,Office Supplies
4513,brand,Brand_3
4513,price,975.2664159252571
4513,rating,4.620849630024875
4514,categoryid,Industrial Equipment
4514,brand,Brand_8
4514,price,377.44630065256314
4514,rating,4.706716141946226
4515,categoryid,Office Supplies
4515,brand,Brand_8
4515,price,448.6373110033191
4515,rating,3.5921463714610056
4516,categoryid,IT Hardware
4516,brand,Brand_15
4516,price,789.2121414034101
4516,rating,3.8172805793860247
4517,categoryid,Industrial Equipment
4517,brand,Brand_14
4517,price,984.7117236438563
4517,rating,4.642965120397711
4518,categoryid,Office Furniture
4518,brand,Brand_12
4518,price,298.29385594884826
4518,rating,4.092265979534518
4519,categoryid,IT Hardware
4519,brand,Brand_17
4519,price,290.6527553738048
4519,rating,4.253422523388801
4520,categoryid,Office Supplies
4520,brand,Brand_14
4520,price,170.29632626791147
4520,rating,3.46039090094346
4521,categoryid,Manufacturing Tools
4521,brand,Brand_8
4521,price,251.06078132139822
4521,rating,3.8617132141594945
4522,categoryid,Office Supplies
4522,brand,Brand_16
4522,price,716.7823659178845
4522,rating,4.735599280973022
4523,categoryid,Office Furniture
4523,brand,Brand_2
4523,price,334.30667842667583
4523,rating,3.8666163960849635
4524,categoryid,IT Hardware
4524,brand,Brand_6
4524,price,544.1782272184737
4524,rating,4.629900641006451
4525,categoryid,Safety Equipment
4525,brand,Brand_8
4525,price,711.9139533364931
4525,rating,3.4118735977095485
4526,categoryid,Office Supplies
4526,brand,Brand_3
4526,price,342.6590336258982
4526,rating,4.828106595907432
4527,categoryid,Safety Equipment
4527,brand,Brand_1
4527,price,318.2107922543578
4527,rating,4.252395950648502
4528,categoryid,Industrial Equipment
4528,brand,Brand_7
4528,price,66.75002369895175
4528,rating,4.721590086003311
4529,categoryid,Safety Equipment
4529,brand,Brand_15
4529,price,81.81474198260533
4529,rating,3.1351718770715475
4530,categoryid,Safety Equipment
4530,brand,Brand_9
4530,price,725.7585941484662
4530,rating,4.140137992285126
4531,categoryid,IT Hardware
4531,brand,Brand_4
4531,price,599.7495686819603
4531,rating,3.620104788556236
4532,categoryid,Safety Equipment
4532,brand,Brand_8
4532,price,735.7754415363108
4532,rating,4.676168340564608
4533,categoryid,Office Furniture
4533,brand,Brand_13
4533,price,305.98075215628995
4533,rating,4.842120140801355
4534,categoryid,Office Supplies
4534,brand,Brand_5
4534,price,517.8029917280662
4534,rating,4.951587288011193
4535,categoryid,Manufacturing Tools
4535,brand,Brand_7
4535,price,650.3112259512424
4535,rating,3.418055244747775
4536,categoryid,IT Hardware
4536,brand,Brand_1
4536,price,835.660076760818
4536,rating,3.708017444291554
4537,categoryid,Manufacturing Tools
4537,brand,Brand_3
4537,price,889.157337799154
4537,rating,4.426523226821713
4538,categoryid,Manufacturing Tools
4538,brand,Brand_5
4538,price,943.9514387012753
4538,rating,4.8655420674888905
4539,categoryid,IT Hardware
4539,brand,Brand_19
4539,price,486.2081961807755
4539,rating,4.096729645954222
4540,categoryid,Industrial Equipment
4540,brand,Brand_14
4540,price,658.1536290230242
4540,rating,3.7979271310430764
4541,categoryid,Manufacturing Tools
4541,brand,Brand_12
4541,price,290.6630214313885
4541,rating,4.844192274682254
4542,categoryid,IT Hardware
4542,brand,Brand_14
4542,price,483.77119058674475
4542,rating,3.294642916734473
4543,categoryid,Office Supplies
4543,brand,Brand_18
4543,price,992.390517530588
4543,rating,4.617864416874964
4544,categoryid,Industrial Equipment
4544,brand,Brand_7
4544,price,591.8708823577367
4544,rating,4.258227730472541
4545,categoryid,Industrial Equipment
4545,brand,Brand_13
4545,price,386.29394444597506
4545,rating,3.5134629105281414
4546,categoryid,IT Hardware
4546,brand,Brand_15
4546,price,300.03964911245083
4546,rating,3.3770550116202473
4547,categoryid,Office Supplies
4547,brand,Brand_2
4547,price,470.39717295310555
4547,rating,3.294969520500193
4548,categoryid,Office Supplies
4548,brand,Brand_11
4548,price,268.248488573259
4548,rating,4.057504135117899
4549,categoryid,Industrial Equipment
4549,brand,Brand_18
4549,price,453.26398340587076
4549,rating,3.730373240790604
4550,categoryid,Manufacturing Tools
4550,brand,Brand_6
4550,price,354.63138609361823
4550,rating,4.518492844792066
4551,categoryid,Manufacturing Tools
4551,brand,Brand_3
4551,price,909.8944376476574
4551,rating,3.1784158369810314
4552,categoryid,IT Hardware
4552,brand,Brand_16
4552,price,24.38794327824686
4552,rating,4.899922968894392
4553,categoryid,Safety Equipment
4553,brand,Brand_13
4553,price,434.03742478258835
4553,rating,4.052015233871711
4554,categoryid,IT Hardware
4554,brand,Brand_15
4554,price,611.129850697898
4554,rating,4.57166832193947
4555,categoryid,Manufacturing Tools
4555,brand,Brand_5
4555,price,610.181633981764
4555,rating,3.772659030623556
4556,categoryid,Safety Equipment
4556,brand,Brand_14
4556,price,319.0898380149095
4556,rating,3.287079427085698
4557,categoryid,Industrial Equipment
4557,brand,Brand_9
4557,price,474.67879857540174
4557,rating,3.0919419729640336
4558,categoryid,IT Hardware
4558,brand,Brand_10
4558,price,471.49062703008826
4558,rating,4.960695409247105
4559,categoryid,Industrial Equipment
4559,brand,Brand_15
4559,price,765.4910272790122
4559,rating,3.3141060421675914
4560,categoryid,IT Hardware
4560,brand,Brand_6
4560,price,510.51539195715236
4560,rating,3.986232629744629
4561,categoryid,Office Furniture
4561,brand,Brand_17
4561,price,371.7969942903113
4561,rating,4.837265278587681
4562,categoryid,Industrial Equipment
4562,brand,Brand_11
4562,price,346.13157420862865
4562,rating,4.040801082442223
4563,categoryid,IT Hardware
4563,brand,Brand_12
4563,price,888.187259884443
4563,rating,4.791626593526078
4564,categoryid,Manufacturing Tools
4564,brand,Brand_18
4564,price,189.02554804037476
4564,rating,3.2007059898638577
4565,categoryid,Office Furniture
4565,brand,Brand_2
4565,price,350.3910844256306
4565,rating,3.9921353378427753
4566,categoryid,Safety Equipment
4566,brand,Brand_11
4566,price,915.1106929000266
4566,rating,3.0929775859942747
4567,categoryid,Office Supplies
4567,brand,Brand_19
4567,price,46.114115723863215
4567,rating,3.5597419413807825
4568,categoryid,IT Hardware
4568,brand,Brand_16
4568,price,258.7434654746186
4568,rating,3.6848553754768325
4569,categoryid,Office Supplies
4569,brand,Brand_10
4569,price,533.1381197658237
4569,rating,4.461204664185742
4570,categoryid,Office Supplies
4570,brand,Brand_16
4570,price,961.191113235565
4570,rating,4.228882566877737
4571,categoryid,Manufacturing Tools
4571,brand,Brand_13
4571,price,745.0021193198944
4571,rating,3.65199635922231
4572,categoryid,Office Supplies
4572,brand,Brand_14
4572,price,622.5066669406232
4572,rating,3.877393243506643
4573,categoryid,Office Supplies
4573,brand,Brand_1
4573,price,841.1387242007917
4573,rating,3.5099088809232484
4574,categoryid,Manufacturing Tools
4574,brand,Brand_19
4574,price,702.9809392924834
4574,rating,4.4458788353276235
4575,categoryid,Manufacturing Tools
4575,brand,Brand_8
4575,price,646.8077922650835
4575,rating,4.744991213502261
4576,categoryid,Safety Equipment
4576,brand,Brand_11
4576,price,340.3452956382932
4576,rating,4.197249213136176
4577,categoryid,IT Hardware
4577,brand,Brand_14
4577,price,900.0478473447481
4577,rating,4.751044907020193
4578,categoryid,Office Supplies
4578,brand,Brand_5
4578,price,828.7791426158597
4578,rating,3.8179527307411227
4579,categoryid,Manufacturing Tools
4579,brand,Brand_7
4579,price,302.4010322424893
4579,rating,4.412488795239366
4580,categoryid,IT Hardware
4580,brand,Brand_9
4580,price,172.22187943968686
4580,rating,3.670766595418499
4581,categoryid,Industrial Equipment
4581,brand,Brand_2
4581,price,357.52764773416465
4581,rating,4.847549774038409
4582,categoryid,Manufacturing Tools
4582,brand,Brand_9
4582,price,504.7505127341108
4582,rating,3.9689659472597167
4583,categoryid,Manufacturing Tools
4583,brand,Brand_4
4583,price,501.82222669403745
4583,rating,3.4175233018258186
4584,categoryid,Office Furniture
4584,brand,Brand_14
4584,price,686.8802439527193
4584,rating,4.095250367162426
4585,categoryid,Office Furniture
4585,brand,Brand_16
4585,price,151.4668638981039
4585,rating,3.6096084054878568
4586,categoryid,Safety Equipment
4586,brand,Brand_4
4586,price,101.29750443771837
4586,rating,3.4763868962803066
4587,categoryid,Manufacturing Tools
4587,brand,Brand_18
4587,price,285.3374755752709
4587,rating,3.427476551134699
4588,categoryid,IT Hardware
4588,brand,Brand_17
4588,price,753.278129601607
4588,rating,4.378202254597049
4589,categoryid,Office Furniture
4589,brand,Brand_18
4589,price,755.4193334526501
4589,rating,3.8025707288281563
4590,categoryid,Industrial Equipment
4590,brand,Brand_15
4590,price,938.5268082215557
4590,rating,4.87319316579555
4591,categoryid,Safety Equipment
4591,brand,Brand_7
4591,price,180.10682673213867
4591,rating,3.6661422620422397
4592,categoryid,Office Supplies
4592,brand,Brand_2
4592,price,267.6099673143033
4592,rating,3.2831225486334077
4593,categoryid,Office Furniture
4593,brand,Brand_18
4593,price,802.5745241616038
4593,rating,3.0193411629146674
4594,categoryid,Office Furniture
4594,brand,Brand_16
4594,price,612.3468590916904
4594,rating,4.625819215483651
4595,categoryid,Safety Equipment
4595,brand,Brand_7
4595,price,424.5128040812508
4595,rating,4.127777689353166
4596,categoryid,Industrial Equipment
4596,brand,Brand_10
4596,price,816.9495398888096
4596,rating,4.227058398451701
4597,categoryid,Industrial Equipment
4597,brand,Brand_14
4597,price,440.0489586586065
4597,rating,3.7212086317296293
4598,categoryid,Safety Equipment
4598,brand,Brand_5
4598,price,576.6302019280403
4598,rating,4.593896468433826
4599,categoryid,Safety Equipment
4599,brand,Brand_3
4599,price,862.5692379854421
4599,rating,4.430958153905263
4600,categoryid,Office Furniture
4600,brand,Brand_9
4600,price,69.30835427650743
4600,rating,4.383592539826945
4601,categoryid,Safety Equipment
4601,brand,Brand_6
4601,price,847.1594052848443
4601,rating,3.3239657492172405
4602,categoryid,Safety Equipment
4602,brand,Brand_1
4602,price,902.3825423606054
4602,rating,3.0961941366405976
4603,categoryid,Industrial Equipment
4603,brand,Brand_5
4603,price,102.01879535519004
4603,rating,3.7311533340646927
4604,categoryid,Office Supplies
4604,brand,Brand_7
4604,price,25.26992541704942
4604,rating,3.881250307619993
4605,categoryid,Safety Equipment
4605,brand,Brand_13
4605,price,973.3065749365959
4605,rating,3.3953682888419863
4606,categoryid,Safety Equipment
4606,brand,Brand_7
4606,price,593.942026591405
4606,rating,4.061027885199122
4607,categoryid,Safety Equipment
4607,brand,Brand_9
4607,price,150.5973104939494
4607,rating,3.286168047781173
4608,categoryid,Office Supplies
4608,brand,Brand_16
4608,price,548.41208434903
4608,rating,4.019439403996069
4609,categoryid,Office Furniture
4609,brand,Brand_8
4609,price,227.45328729555743
4609,rating,3.872319584250884
4610,categoryid,Safety Equipment
4610,brand,Brand_3
4610,price,201.07289960569986
4610,rating,3.7047736948734635
4611,categoryid,Office Furniture
4611,brand,Brand_9
4611,price,927.0772251908643
4611,rating,4.499402346369731
4612,categoryid,IT Hardware
4612,brand,Brand_10
4612,price,287.6204504553029
4612,rating,3.263927205876442
4613,categoryid,Manufacturing Tools
4613,brand,Brand_16
4613,price,786.5496546702601
4613,rating,3.5428703659162766
4614,categoryid,IT Hardware
4614,brand,Brand_9
4614,price,642.7441943870737
4614,rating,3.5137564559925387
4615,categoryid,IT Hardware
4615,brand,Brand_17
4615,price,648.0838673301052
4615,rating,3.1437273334053346
4616,categoryid,IT Hardware
4616,brand,Brand_10
4616,price,181.2517119660128
4616,rating,4.45795684807359
4617,categoryid,Manufacturing Tools
4617,brand,Brand_18
4617,price,282.3343854465904
4617,rating,3.7788638881672747
4618,categoryid,Office Furniture
4618,brand,Brand_12
4618,price,948.1061611296456
4618,rating,3.7977537873290546
4619,categoryid,Manufacturing Tools
4619,brand,Brand_8
4619,price,249.1729525846554
4619,rating,4.529023757306829
4620,categoryid,Office Supplies
4620,brand,Brand_3
4620,price,108.59921478220176
4620,rating,4.577167210390773
4621,categoryid,Safety Equipment
4621,brand,Brand_2
4621,price,657.9502087815522
4621,rating,4.473219956392794
4622,categoryid,Office Supplies
4622,brand,Brand_8
4622,price,161.1512216363998
4622,rating,3.324131811610647
4623,categoryid,Safety Equipment
4623,brand,Brand_7
4623,price,774.6769807303895
4623,rating,3.3428316255653643
4624,categoryid,Manufacturing Tools
4624,brand,Brand_4
4624,price,255.00457480310484
4624,rating,4.923909020096431
4625,categoryid,Office Furniture
4625,brand,Brand_1
4625,price,902.3485171194072
4625,rating,4.964961811864894
4626,categoryid,Office Furniture
4626,brand,Brand_10
4626,price,802.9143468042099
4626,rating,3.7681303750983215
4627,categoryid,Office Supplies
4627,brand,Brand_12
4627,price,337.6163534171969
4627,rating,4.143846709466345
4628,categoryid,Office Furniture
4628,brand,Brand_4
4628,price,873.741875303694
4628,rating,4.947418359695767
4629,categoryid,IT Hardware
4629,brand,Brand_10
4629,price,815.2298968749986
4629,rating,3.8341890009621884
4630,categoryid,Safety Equipment
4630,brand,Brand_16
4630,price,11.593923650318503
4630,rating,4.731591853832866
4631,categoryid,IT Hardware
4631,brand,Brand_14
4631,price,197.98750504197807
4631,rating,4.265793455463918
4632,categoryid,Office Supplies
4632,brand,Brand_2
4632,price,207.93301560903285
4632,rating,3.765911522001577
4633,categoryid,Industrial Equipment
4633,brand,Brand_9
4633,price,473.8232470987184
4633,rating,3.4706275265529465
4634,categoryid,Manufacturing Tools
4634,brand,Brand_3
4634,price,12.380187835103605
4634,rating,4.027979175717887
4635,categoryid,IT Hardware
4635,brand,Brand_12
4635,price,35.363536223551506
4635,rating,4.294083678860204
4636,categoryid,Industrial Equipment
4636,brand,Brand_3
4636,price,149.02914260270688
4636,rating,3.652582757364887
4637,categoryid,Manufacturing Tools
4637,brand,Brand_12
4637,price,947.2772109565432
4637,rating,4.351116492935847
4638,categoryid,Office Supplies
4638,brand,Brand_7
4638,price,164.11093875231722
4638,rating,4.7753681008193505
4639,categoryid,Office Furniture
4639,brand,Brand_4
4639,price,398.0670405299381
4639,rating,3.756026163141861
4640,categoryid,IT Hardware
4640,brand,Brand_14
4640,price,217.09479394659604
4640,rating,3.3277400643753032
4641,categoryid,Office Supplies
4641,brand,Brand_8
4641,price,251.35763813259697
4641,rating,4.947192921435597
4642,categoryid,IT Hardware
4642,brand,Brand_17
4642,price,376.05454970010027
4642,rating,3.5416098403610756
4643,categoryid,Office Furniture
4643,brand,Brand_15
4643,price,669.5468557453248
4643,rating,3.7462149536569953
4644,categoryid,Safety Equipment
4644,brand,Brand_6
4644,price,147.06289256166843
4644,rating,3.9188723621072077
4645,categoryid,Manufacturing Tools
4645,brand,Brand_5
4645,price,702.2349058229194
4645,rating,3.8746042392478133
4646,categoryid,Safety Equipment
4646,brand,Brand_12
4646,price,899.8070590260826
4646,rating,3.852625211235761
4647,categoryid,Safety Equipment
4647,brand,Brand_15
4647,price,710.3636615683347
4647,rating,3.4439385874160173
4648,categoryid,IT Hardware
4648,brand,Brand_4
4648,price,327.7476298644679
4648,rating,3.6112719331551473
4649,categoryid,Industrial Equipment
4649,brand,Brand_12
4649,price,285.4755229063962
4649,rating,4.562266448580329
4650,categoryid,Office Supplies
4650,brand,Brand_6
4650,price,139.60929979036374
4650,rating,3.7004739422933435
4651,categoryid,Office Supplies
4651,brand,Brand_8
4651,price,775.5634211509592
4651,rating,4.561318142396606
4652,categoryid,Manufacturing Tools
4652,brand,Brand_8
4652,price,166.91654575673638
4652,rating,3.354131821536394
4653,categoryid,Safety Equipment
4653,brand,Brand_5
4653,price,351.0788128211016
4653,rating,3.0448918150796667
4654,categoryid,IT Hardware
4654,brand,Brand_2
4654,price,439.595227689251
4654,rating,3.183124268322179
4655,categoryid,Manufacturing Tools
4655,brand,Brand_12
4655,price,977.0301263316874
4655,rating,4.9267474907022075
4656,categoryid,Manufacturing Tools
4656,brand,Brand_11
4656,price,184.44017606055297
4656,rating,3.009865883634112
4657,categoryid,Safety Equipment
4657,brand,Brand_3
4657,price,978.0442501990567
4657,rating,3.4993351203246856
4658,categoryid,Manufacturing Tools
4658,brand,Brand_3
4658,price,138.64136312870195
4658,rating,4.323767532613182
4659,categoryid,IT Hardware
4659,brand,Brand_5
4659,price,283.6863883221899
4659,rating,4.616678469138316
4660,categoryid,Industrial Equipment
4660,brand,Brand_7
4660,price,61.93922330310559
4660,rating,4.993878298340059
4661,categoryid,Manufacturing Tools
4661,brand,Brand_13
4661,price,735.236385488696
4661,rating,4.028338336060239
4662,categoryid,Office Furniture
4662,brand,Brand_14
4662,price,362.8170779290634
4662,rating,4.153449393197715
4663,categoryid,Office Furniture
4663,brand,Brand_6
4663,price,428.1857787761433
4663,rating,4.909617614098786
4664,categoryid,Industrial Equipment
4664,brand,Brand_8
4664,price,930.1482249353564
4664,rating,3.501900844210123
4665,categoryid,Industrial Equipment
4665,brand,Brand_18
4665,price,825.8016802738355
4665,rating,3.9532079132980424
4666,categoryid,Safety Equipment
4666,brand,Brand_2
4666,price,650.3424492767675
4666,rating,4.126577144365081
4667,categoryid,Office Supplies
4667,brand,Brand_19
4667,price,308.7940167543504
4667,rating,3.6076963942640745
4668,categoryid,IT Hardware
4668,brand,Brand_5
4668,price,409.7614275982865
4668,rating,4.705850427616536
4669,categoryid,IT Hardware
4669,brand,Brand_18
4669,price,667.0565688083655
4669,rating,4.534982338965722
4670,categoryid,IT Hardware
4670,brand,Brand_11
4670,price,223.36588979152845
4670,rating,3.0640142291587873
4671,categoryid,Manufacturing Tools
4671,brand,Brand_19
4671,price,331.057322653985
4671,rating,3.5741614768006587
4672,categoryid,Manufacturing Tools
4672,brand,Brand_5
4672,price,795.8638272963457
4672,rating,4.303116764191724
4673,categoryid,Safety Equipment
4673,brand,Brand_4
4673,price,365.08748979729745
4673,rating,3.0207931784243676
4674,categoryid,Safety Equipment
4674,brand,Brand_8
4674,price,210.84195008441978
4674,rating,4.660975921035544
4675,categoryid,Manufacturing Tools
4675,brand,Brand_2
4675,price,371.2117450962167
4675,rating,3.621844035174591
4676,categoryid,Safety Equipment
4676,brand,Brand_12
4676,price,808.4919169432386
4676,rating,3.0031593169732202
4677,categoryid,Office Supplies
4677,brand,Brand_9
4677,price,957.6781373048631
4677,rating,4.545184098561032
4678,categoryid,Office Furniture
4678,brand,Brand_7
4678,price,862.6991031169116
4678,rating,4.883627920527768
4679,categoryid,IT Hardware
4679,brand,Brand_11
4679,price,576.1705491338666
4679,rating,4.955044049810864
4680,categoryid,Office Supplies
4680,brand,Brand_19
4680,price,683.5055656563601
4680,rating,3.497429017637524
4681,categoryid,Safety Equipment
4681,brand,Brand_5
4681,price,32.66171925256029
4681,rating,3.5145980151421616
4682,categoryid,Industrial Equipment
4682,brand,Brand_13
4682,price,486.5431745115102
4682,rating,3.261648881510938
4683,categoryid,IT Hardware
4683,brand,Brand_9
4683,price,868.7837161898289
4683,rating,4.819325436624858
4684,categoryid,Manufacturing Tools
4684,brand,Brand_11
4684,price,759.4023420113308
4684,rating,3.3381572964171324
4685,categoryid,IT Hardware
4685,brand,Brand_14
4685,price,574.8108998271726
4685,rating,3.362612104648516
4686,categoryid,Industrial Equipment
4686,brand,Brand_1
4686,price,780.9194130006828
4686,rating,3.1583961449978064
4687,categoryid,Office Supplies
4687,brand,Brand_4
4687,price,846.0458913180108
4687,rating,3.7814991955225237
4688,categoryid,Industrial Equipment
4688,brand,Brand_17
4688,price,535.7601624161176
4688,rating,3.594526701200013
4689,categoryid,Office Furniture
4689,brand,Brand_9
4689,price,712.6087320759443
4689,rating,3.471428674021897
4690,categoryid,Office Furniture
4690,brand,Brand_13
4690,price,223.42239340098214
4690,rating,4.3682084550270535
4691,categoryid,IT Hardware
4691,brand,Brand_1
4691,price,776.0074302535702
4691,rating,3.687688236794985
4692,categoryid,Safety Equipment
4692,brand,Brand_6
4692,price,933.7878957716225
4692,rating,4.503214560310405
4693,categoryid,Manufacturing Tools
4693,brand,Brand_12
4693,price,12.286424925833128
4693,rating,4.098453000181775
4694,categoryid,Office Furniture
4694,brand,Brand_4
4694,price,504.7663538175041
4694,rating,4.823378990803006
4695,categoryid,Manufacturing Tools
4695,brand,Brand_3
4695,price,291.69096894806705
4695,rating,4.321753033044455
4696,categoryid,Industrial Equipment
4696,brand,Brand_2
4696,price,353.46707574777525
4696,rating,4.8636277088511815
4697,categoryid,Safety Equipment
4697,brand,Brand_4
4697,price,714.6386481984455
4697,rating,3.952214610654927
4698,categoryid,IT Hardware
4698,brand,Brand_16
4698,price,78.02883746563288
4698,rating,4.548365237661647
4699,categoryid,Safety Equipment
4699,brand,Brand_14
4699,price,463.93745937408175
4699,rating,3.874364168154248
4700,categoryid,IT Hardware
4700,brand,Brand_7
4700,price,420.56447213608493
4700,rating,4.880670508787075
4701,categoryid,Office Supplies
4701,brand,Brand_12
